[Full Training] Normal loss: 2.2070, Plan similarity: 0.5000, Random contrast: 0.6016
[Full Training] Normal loss: 0.1749, Plan similarity: 0.5000, Random contrast: 0.1455
[Full Training] Normal loss: 0.0897, Plan similarity: 0.5000, Random contrast: 0.3301
[Full Training] Normal loss: 0.0899, Plan similarity: 0.5000, Random contrast: 0.2754
[Full Training] Normal loss: 0.1185, Plan similarity: 0.5000, Random contrast: 0.1074
[Full Training] Normal loss: 0.0743, Plan similarity: 0.5000, Random contrast: 0.2725
[Full Training] Normal loss: 0.1249, Plan similarity: 0.5000, Random contrast: 0.2715
[Full Training] Normal loss: 0.0475, Plan similarity: 0.5000, Random contrast: 0.3525
[Full Training] Normal loss: 0.0826, Plan similarity: 0.5000, Random contrast: 0.3027
[Full Training] Normal loss: 0.1233, Plan similarity: 0.5000, Random contrast: 0.3730
[Full Training] Normal loss: 0.1191, Plan similarity: 0.5000, Random contrast: 0.2637
[Full Training] Normal loss: 0.0652, Plan similarity: 0.5000, Random contrast: 0.3213
[Full Training] Normal loss: 0.1110, Plan similarity: 0.5000, Random contrast: 0.1758
[Full Training] Normal loss: 0.1016, Plan similarity: 0.5000, Random contrast: 0.2754
[Full Training] Normal loss: 0.0829, Plan similarity: 0.5000, Random contrast: 0.1816
[Full Training] Normal loss: 0.1497, Plan similarity: 0.5000, Random contrast: 0.3477
[Full Training] Normal loss: 0.1372, Plan similarity: 0.5000, Random contrast: 0.3682
[Full Training] Normal loss: 0.0740, Plan similarity: 0.5000, Random contrast: 0.1816
[Full Training] Normal loss: 0.1290, Plan similarity: 0.5000, Random contrast: 0.1855
[Full Training] Normal loss: 0.1049, Plan similarity: 0.5000, Random contrast: 0.2158
[Full Training] Normal loss: 0.1162, Plan similarity: 0.5000, Random contrast: 0.1602
[Full Training] Normal loss: 0.0791, Plan similarity: 0.5000, Random contrast: 0.3076
[Full Training] Normal loss: 0.0700, Plan similarity: 0.5000, Random contrast: 0.3848
[Full Training] Normal loss: 0.0666, Plan similarity: 0.5000, Random contrast: 0.1943
[Full Training] Normal loss: 0.0647, Plan similarity: 0.5000, Random contrast: 0.4111
[Full Training] Normal loss: 0.1000, Plan similarity: 0.5000, Random contrast: 0.2441
[Full Training] Normal loss: 0.0693, Plan similarity: 0.5000, Random contrast: 0.2861
[Full Training] Normal loss: 0.0501, Plan similarity: 0.5000, Random contrast: 0.3359
[Full Training] Normal loss: 0.0564, Plan similarity: 0.5000, Random contrast: 0.4180
[Full Training] Normal loss: 0.0742, Plan similarity: 0.5000, Random contrast: 0.4043
[Full Training] Normal loss: 0.0623, Plan similarity: 0.5000, Random contrast: 0.3037
[Full Training] Normal loss: 0.1027, Plan similarity: 0.5000, Random contrast: 0.4121
[Full Training] Normal loss: 0.0843, Plan similarity: 0.5000, Random contrast: 0.3301
[Full Training] Normal loss: 0.0490, Plan similarity: 0.5000, Random contrast: 0.4141
[Full Training] Normal loss: 0.0697, Plan similarity: 0.5000, Random contrast: 0.3320
[Full Training] Normal loss: 0.0715, Plan similarity: 0.5000, Random contrast: 0.1836
[Full Training] Normal loss: 0.1408, Plan similarity: 0.5000, Random contrast: 0.4033
[Full Training] Normal loss: 0.0899, Plan similarity: 0.5000, Random contrast: 0.2568
[Full Training] Normal loss: 0.0949, Plan similarity: 0.5000, Random contrast: 0.3066
[Full Training] Normal loss: 0.0600, Plan similarity: 0.5000, Random contrast: 0.1299
[Full Training] Normal loss: 0.0933, Plan similarity: 0.5000, Random contrast: 0.1787
[Full Training] Normal loss: 0.0916, Plan similarity: 0.5000, Random contrast: 0.1973
[Full Training] Normal loss: 0.0974, Plan similarity: 0.5000, Random contrast: 0.3174
[Full Training] Normal loss: 0.0967, Plan similarity: 0.5000, Random contrast: 0.3154
[Full Training] Normal loss: 0.0557, Plan similarity: 0.5000, Random contrast: 0.2686
[Full Training] Normal loss: 0.0615, Plan similarity: 0.5000, Random contrast: 0.3633
[Full Training] Normal loss: 0.1385, Plan similarity: 0.5000, Random contrast: 0.2383
[Full Training] Normal loss: 0.1183, Plan similarity: 0.5000, Random contrast: 0.2637
[Full Training] Normal loss: 0.1221, Plan similarity: 0.5000, Random contrast: 0.2363
[Full Training] Normal loss: 0.0822, Plan similarity: 0.5000, Random contrast: 0.2119
[Full Training] Normal loss: 0.0792, Plan similarity: 0.5000, Random contrast: 0.2910
[Full Training] Normal loss: 0.0653, Plan similarity: 0.5000, Random contrast: 0.0957
[Full Training] Normal loss: 0.1044, Plan similarity: 0.5000, Random contrast: 0.3047
[Full Training] Normal loss: 0.0522, Plan similarity: 0.5000, Random contrast: 0.3076
[Full Training] Normal loss: 0.0678, Plan similarity: 0.5000, Random contrast: 0.4355
[Full Training] Normal loss: 0.0661, Plan similarity: 0.5000, Random contrast: 0.4355
[Full Training] Normal loss: 0.0674, Plan similarity: 0.5000, Random contrast: 0.2812
[Full Training] Normal loss: 0.0843, Plan similarity: 0.5000, Random contrast: 0.3184
[Full Training] Normal loss: 0.0524, Plan similarity: 0.5000, Random contrast: 0.3662
[Full Training] Normal loss: 0.1036, Plan similarity: 0.5000, Random contrast: 0.1719
[Full Training] Normal loss: 0.0689, Plan similarity: 0.5000, Random contrast: 0.3506
[Full Training] Normal loss: 0.0828, Plan similarity: 0.5000, Random contrast: 0.2324
[Full Training] Normal loss: 0.0604, Plan similarity: 0.5000, Random contrast: 0.4023
[Full Training] Normal loss: 0.0379, Plan similarity: 0.5000, Random contrast: 0.2393
[Full Training] Normal loss: 0.0767, Plan similarity: 0.5000, Random contrast: 0.2666
[Full Training] Normal loss: 0.0733, Plan similarity: 0.5000, Random contrast: 0.2012
[Full Training] Normal loss: 0.0797, Plan similarity: 0.5000, Random contrast: 0.3105
[Full Training] Normal loss: 0.0664, Plan similarity: 0.5000, Random contrast: 0.2354
[Full Training] Normal loss: 0.1073, Plan similarity: 0.5000, Random contrast: 0.3018
[Full Training] Normal loss: 0.1255, Plan similarity: 0.5000, Random contrast: 0.2852
[Full Training] Normal loss: 0.0570, Plan similarity: 0.5000, Random contrast: 0.2891
[Full Training] Normal loss: 0.1018, Plan similarity: 0.5000, Random contrast: 0.0449
[Full Training] Normal loss: 0.0873, Plan similarity: 0.5000, Random contrast: 0.2812
[Full Training] Normal loss: 0.1033, Plan similarity: 0.5000, Random contrast: 0.1855
[Full Training] Normal loss: 0.1170, Plan similarity: 0.5000, Random contrast: 0.3057
[Full Training] Normal loss: 0.0745, Plan similarity: 0.5000, Random contrast: 0.4424
[Full Training] Normal loss: 0.0725, Plan similarity: 0.5000, Random contrast: 0.3896
[Full Training] Normal loss: 0.0775, Plan similarity: 0.5000, Random contrast: 0.2178
[Full Training] Normal loss: 0.0748, Plan similarity: 0.5000, Random contrast: 0.1396
[Full Training] Normal loss: 0.0697, Plan similarity: 0.5000, Random contrast: 0.3984
[Full Training] Normal loss: 0.0842, Plan similarity: 0.5000, Random contrast: 0.1387
[Full Training] Normal loss: 0.0926, Plan similarity: 0.5000, Random contrast: 0.2822
[Full Training] Normal loss: 0.0731, Plan similarity: 0.5000, Random contrast: 0.2881
[Full Training] Normal loss: 0.1214, Plan similarity: 0.5000, Random contrast: 0.3008
[Full Training] Normal loss: 0.0879, Plan similarity: 0.5000, Random contrast: 0.2793
[Full Training] Normal loss: 0.0840, Plan similarity: 0.5000, Random contrast: 0.2188
[Full Training] Normal loss: 0.0604, Plan similarity: 0.5000, Random contrast: 0.2285
[Full Training] Normal loss: 0.0579, Plan similarity: 0.5000, Random contrast: 0.2705
[Full Training] Normal loss: 0.0690, Plan similarity: 0.5000, Random contrast: 0.2324
[Full Training] Normal loss: 0.0862, Plan similarity: 0.5000, Random contrast: 0.1670
[Full Training] Normal loss: 0.0925, Plan similarity: 0.5000, Random contrast: 0.2861
[Full Training] Normal loss: 0.0591, Plan similarity: 0.5000, Random contrast: 0.3096
[Full Training] Normal loss: 0.0721, Plan similarity: 0.5000, Random contrast: 0.1914
[Full Training] Normal loss: 0.0647, Plan similarity: 0.5000, Random contrast: 0.3447
[Full Training] Normal loss: 0.0648, Plan similarity: 0.5000, Random contrast: 0.3926
[Full Training] Normal loss: 0.0993, Plan similarity: 0.5000, Random contrast: 0.3535
[Full Training] Normal loss: 0.0617, Plan similarity: 0.5000, Random contrast: 0.1777
[Full Training] Normal loss: 0.1267, Plan similarity: 0.5000, Random contrast: 0.0986
[Full Training] Normal loss: 0.0460, Plan similarity: 0.5000, Random contrast: 0.3105
[Full Training] Normal loss: 0.0992, Plan similarity: 0.5000, Random contrast: 0.2148
[Full Training] Normal loss: 0.1105, Plan similarity: 0.5000, Random contrast: 0.1377
[Full Training] Normal loss: 0.0523, Plan similarity: 0.5000, Random contrast: 0.2188
[Full Training] Normal loss: 0.0789, Plan similarity: 0.5000, Random contrast: 0.2422
[Full Training] Normal loss: 0.0829, Plan similarity: 0.5000, Random contrast: 0.2559
[Full Training] Normal loss: 0.1286, Plan similarity: 0.5000, Random contrast: 0.2949
[Full Training] Normal loss: 0.0525, Plan similarity: 0.5000, Random contrast: 0.2109
[Full Training] Normal loss: 0.0613, Plan similarity: 0.5000, Random contrast: 0.1924
[Full Training] Normal loss: 0.1006, Plan similarity: 0.5000, Random contrast: 0.0107
[Full Training] Normal loss: 0.0685, Plan similarity: 0.5000, Random contrast: 0.3252
[Full Training] Normal loss: 0.0386, Plan similarity: 0.5000, Random contrast: 0.2070
[Full Training] Normal loss: 0.1294, Plan similarity: 0.5000, Random contrast: 0.0000
[Full Training] Normal loss: 0.1471, Plan similarity: 0.5000, Random contrast: 0.2324
[Full Training] Normal loss: 0.0778, Plan similarity: 0.5000, Random contrast: 0.2129
[Full Training] Normal loss: 0.0727, Plan similarity: 0.5000, Random contrast: 0.3701
[Full Training] Normal loss: 0.0758, Plan similarity: 0.5000, Random contrast: 0.3496
[Full Training] Normal loss: 0.0788, Plan similarity: 0.5000, Random contrast: 0.3564
[Full Training] Normal loss: 0.0464, Plan similarity: 0.5000, Random contrast: 0.4219
[Full Training] Normal loss: 0.1085, Plan similarity: 0.5000, Random contrast: 0.1729
[Full Training] Normal loss: 0.0820, Plan similarity: 0.5000, Random contrast: 0.0820
[Full Training] Normal loss: 0.0728, Plan similarity: 0.5000, Random contrast: 0.2969
[Full Training] Normal loss: 0.0965, Plan similarity: 0.5000, Random contrast: 0.3379
[Full Training] Normal loss: 0.0666, Plan similarity: 0.5000, Random contrast: 0.3135
[Full Training] Normal loss: 0.0682, Plan similarity: 0.5000, Random contrast: 0.2012
[Full Training] Normal loss: 0.1334, Plan similarity: 0.5000, Random contrast: 0.0469
[Full Training] Normal loss: 0.0716, Plan similarity: 0.5000, Random contrast: 0.1699
[Full Training] Normal loss: 0.0982, Plan similarity: 0.5000, Random contrast: 0.3721
[Full Training] Normal loss: 0.1044, Plan similarity: 0.5000, Random contrast: 0.2461
[Full Training] Normal loss: 0.1047, Plan similarity: 0.5000, Random contrast: 0.2451
[Full Training] Normal loss: 0.1008, Plan similarity: 0.5000, Random contrast: 0.1240
[Full Training] Normal loss: 0.1002, Plan similarity: 0.5000, Random contrast: 0.3926
[Full Training] Normal loss: 0.0732, Plan similarity: 0.5000, Random contrast: 0.1807
[Full Training] Normal loss: 0.0653, Plan similarity: 0.5000, Random contrast: 0.3535
[Full Training] Normal loss: 0.0519, Plan similarity: 0.5000, Random contrast: 0.2676
[Full Training] Normal loss: 0.0991, Plan similarity: 0.5000, Random contrast: 0.1719
[Full Training] Normal loss: 0.0756, Plan similarity: 0.5000, Random contrast: 0.4316
[Full Training] Normal loss: 0.0718, Plan similarity: 0.5000, Random contrast: 0.1094
[Full Training] Normal loss: 0.0983, Plan similarity: 0.5000, Random contrast: 0.3848
[Full Training] Normal loss: 0.0865, Plan similarity: 0.5000, Random contrast: 0.2305
[Full Training] Normal loss: 0.1073, Plan similarity: 0.5000, Random contrast: 0.4033
[Full Training] Normal loss: 0.0877, Plan similarity: 0.5000, Random contrast: 0.2637
[Full Training] Normal loss: 0.0867, Plan similarity: 0.5000, Random contrast: 0.3398
[Full Training] Normal loss: 0.1072, Plan similarity: 0.5000, Random contrast: 0.2676
[Full Training] Normal loss: 0.0660, Plan similarity: 0.5000, Random contrast: 0.3271
[Full Training] Normal loss: 0.0684, Plan similarity: 0.5000, Random contrast: 0.3438
[Full Training] Normal loss: 0.1090, Plan similarity: 0.5000, Random contrast: 0.3984
[Full Training] Normal loss: 0.0709, Plan similarity: 0.5000, Random contrast: 0.3574
[Full Training] Normal loss: 0.0611, Plan similarity: 0.5000, Random contrast: 0.3789
[Full Training] Normal loss: 0.0752, Plan similarity: 0.5000, Random contrast: 0.2637
[Full Training] Normal loss: 0.1743, Plan similarity: 0.5000, Random contrast: 0.3516
[Full Training] Normal loss: 0.0825, Plan similarity: 0.5000, Random contrast: 0.4053
[Full Training] Normal loss: 0.0476, Plan similarity: 0.5000, Random contrast: 0.4570
[Full Training] Normal loss: 0.0666, Plan similarity: 0.5000, Random contrast: 0.2559
[Full Training] Normal loss: 0.1032, Plan similarity: 0.5000, Random contrast: 0.2881
[Full Training] Normal loss: 0.0621, Plan similarity: 0.5000, Random contrast: 0.3389
[Full Training] Normal loss: 0.0556, Plan similarity: 0.5000, Random contrast: 0.3555
[Full Training] Normal loss: 0.0518, Plan similarity: 0.5000, Random contrast: 0.3457
[Full Training] Normal loss: 0.0777, Plan similarity: 0.5000, Random contrast: 0.1660
[Full Training] Normal loss: 0.1390, Plan similarity: 0.5000, Random contrast: 0.0000
[Full Training] Normal loss: 0.0639, Plan similarity: 0.5000, Random contrast: 0.2705
[Full Training] Normal loss: 0.0641, Plan similarity: 0.5000, Random contrast: 0.2383
[Full Training] Normal loss: 0.0536, Plan similarity: 0.5000, Random contrast: 0.2646
[Full Training] Normal loss: 0.0715, Plan similarity: 0.5000, Random contrast: 0.3516
[Full Training] Normal loss: 0.1043, Plan similarity: 0.5000, Random contrast: 0.3584
[Full Training] Normal loss: 0.1041, Plan similarity: 0.5000, Random contrast: 0.2285
[Full Training] Normal loss: 0.0348, Plan similarity: 0.5000, Random contrast: 0.2842
[Full Training] Normal loss: 0.1283, Plan similarity: 0.5000, Random contrast: 0.1943
[Full Training] Normal loss: 0.1072, Plan similarity: 0.5000, Random contrast: 0.3818
[Full Training] Normal loss: 0.0937, Plan similarity: 0.5000, Random contrast: 0.2969
[Full Training] Normal loss: 0.1320, Plan similarity: 0.5000, Random contrast: 0.2686
[Full Training] Normal loss: 0.1044, Plan similarity: 0.5000, Random contrast: 0.1631
[Full Training] Normal loss: 0.0787, Plan similarity: 0.5000, Random contrast: 0.1504
[Full Training] Normal loss: 0.1058, Plan similarity: 0.5000, Random contrast: 0.0410
[Full Training] Normal loss: 0.0762, Plan similarity: 0.5000, Random contrast: 0.2656
[Full Training] Normal loss: 0.1042, Plan similarity: 0.5000, Random contrast: 0.2686
[Full Training] Normal loss: 0.1154, Plan similarity: 0.5000, Random contrast: 0.3994
[Full Training] Normal loss: 0.1227, Plan similarity: 0.5000, Random contrast: 0.3340
[Full Training] Normal loss: 0.1193, Plan similarity: 0.5000, Random contrast: 0.2432
[Full Training] Normal loss: 0.1299, Plan similarity: 0.5000, Random contrast: 0.3555
[Full Training] Normal loss: 0.1052, Plan similarity: 0.5000, Random contrast: 0.0996
[Full Training] Normal loss: 0.0745, Plan similarity: 0.5000, Random contrast: 0.2734
[Full Training] Normal loss: 0.0673, Plan similarity: 0.5000, Random contrast: 0.2393
[Full Training] Normal loss: 0.0582, Plan similarity: 0.5000, Random contrast: 0.3066
[Full Training] Normal loss: 0.0412, Plan similarity: 0.5000, Random contrast: 0.3369
[Full Training] Normal loss: 0.0803, Plan similarity: 0.5000, Random contrast: 0.3945
[Full Training] Normal loss: 0.0893, Plan similarity: 0.5000, Random contrast: 0.4463
[Full Training] Normal loss: 0.1095, Plan similarity: 0.5000, Random contrast: 0.3594
[Full Training] Normal loss: 0.0758, Plan similarity: 0.5000, Random contrast: 0.4238
[Full Training] Normal loss: 0.1097, Plan similarity: 0.5000, Random contrast: 0.1680
[Full Training] Normal loss: 0.1154, Plan similarity: 0.5000, Random contrast: 0.1514
[Full Training] Normal loss: 0.1013, Plan similarity: 0.5000, Random contrast: 0.2334
[Full Training] Normal loss: 0.1350, Plan similarity: 0.5000, Random contrast: 0.0752
[Full Training] Normal loss: 0.0958, Plan similarity: 0.5000, Random contrast: 0.2051
[Full Training] Normal loss: 0.0833, Plan similarity: 0.5000, Random contrast: 0.3701
[Full Training] Normal loss: 0.0585, Plan similarity: 0.5000, Random contrast: 0.3770
[Full Training] Normal loss: 0.0935, Plan similarity: 0.5000, Random contrast: 0.2988
[Full Training] Normal loss: 0.1043, Plan similarity: 0.5000, Random contrast: 0.2109
[Full Training] Normal loss: 0.0752, Plan similarity: 0.5000, Random contrast: 0.2852
[Full Training] Normal loss: 0.0717, Plan similarity: 0.5000, Random contrast: 0.0625
[Full Training] Normal loss: 0.1060, Plan similarity: 0.5000, Random contrast: 0.1885
[Full Training] Normal loss: 0.1476, Plan similarity: 0.5000, Random contrast: 0.2666
[Full Training] Normal loss: 0.0856, Plan similarity: 0.5000, Random contrast: 0.2441
[Full Training] Normal loss: 0.0828, Plan similarity: 0.5000, Random contrast: 0.2754
[Full Training] Normal loss: 0.0601, Plan similarity: 0.5000, Random contrast: 0.3721
[Full Training] Normal loss: 0.0789, Plan similarity: 0.5000, Random contrast: 0.0488
[Full Training] Normal loss: 0.0817, Plan similarity: 0.5000, Random contrast: 0.1582
[Full Training] Normal loss: 0.1089, Plan similarity: 0.5000, Random contrast: 0.4277
[Full Training] Normal loss: 0.1474, Plan similarity: 0.5000, Random contrast: 0.1064
[Full Training] Normal loss: 0.0817, Plan similarity: 0.5000, Random contrast: 0.3545
[Full Training] Normal loss: 0.0427, Plan similarity: 0.5000, Random contrast: 0.1934
[Full Training] Normal loss: 0.0496, Plan similarity: 0.5000, Random contrast: 0.2959
[Full Training] Normal loss: 0.0403, Plan similarity: 0.5000, Random contrast: 0.3896
[Full Training] Normal loss: 0.0414, Plan similarity: 0.5000, Random contrast: 0.3672
[Full Training] Normal loss: 0.0657, Plan similarity: 0.5000, Random contrast: 0.3984
[Full Training] Normal loss: 0.0841, Plan similarity: 0.5000, Random contrast: 0.2891
[Full Training] Normal loss: 0.0482, Plan similarity: 0.5000, Random contrast: 0.2549
[Full Training] Normal loss: 0.0583, Plan similarity: 0.5000, Random contrast: 0.3467
[Full Training] Normal loss: 0.0999, Plan similarity: 0.5000, Random contrast: 0.3125
[Full Training] Normal loss: 0.1206, Plan similarity: 0.5000, Random contrast: 0.0918
[Full Training] Normal loss: 0.0479, Plan similarity: 0.5000, Random contrast: 0.3984
[Full Training] Normal loss: 0.0685, Plan similarity: 0.5000, Random contrast: 0.3047
[Full Training] Normal loss: 0.0932, Plan similarity: 0.5000, Random contrast: 0.3496
[Full Training] Normal loss: 0.0658, Plan similarity: 0.5000, Random contrast: 0.3701
[Full Training] Normal loss: 0.0311, Plan similarity: 0.5000, Random contrast: 0.3398
[Full Training] Normal loss: 0.0720, Plan similarity: 0.5000, Random contrast: 0.1660
[Full Training] Normal loss: 0.0533, Plan similarity: 0.5000, Random contrast: 0.3340
[Full Training] Normal loss: 0.0611, Plan similarity: 0.5000, Random contrast: 0.3682
[Full Training] Normal loss: 0.0309, Plan similarity: 0.5000, Random contrast: 0.4053
[Full Training] Normal loss: 0.0598, Plan similarity: 0.5000, Random contrast: 0.2930
[Full Training] Normal loss: 0.0587, Plan similarity: 0.5000, Random contrast: 0.3682
[Full Training] Normal loss: 0.0709, Plan similarity: 0.5000, Random contrast: 0.2949
[Full Training] Normal loss: 0.0443, Plan similarity: 0.5000, Random contrast: 0.3135
[Full Training] Normal loss: 0.0553, Plan similarity: 0.5000, Random contrast: 0.3398
[Full Training] Normal loss: 0.0665, Plan similarity: 0.5000, Random contrast: 0.2949
[Full Training] Normal loss: 0.0843, Plan similarity: 0.5000, Random contrast: 0.4170
[Full Training] Normal loss: 0.0416, Plan similarity: 0.5000, Random contrast: 0.3486
[Full Training] Normal loss: 0.1190, Plan similarity: 0.5000, Random contrast: 0.2891
[Full Training] Normal loss: 0.0875, Plan similarity: 0.5000, Random contrast: 0.2949
[Full Training] Normal loss: 0.0489, Plan similarity: 0.5000, Random contrast: 0.2441
[Full Training] Normal loss: 0.0471, Plan similarity: 0.5000, Random contrast: 0.4121
[Full Training] Normal loss: 0.0803, Plan similarity: 0.5000, Random contrast: 0.2598
[Full Training] Normal loss: 0.1115, Plan similarity: 0.5000, Random contrast: 0.2822
[Full Training] Normal loss: 0.0581, Plan similarity: 0.5000, Random contrast: 0.2871
[Full Training] Normal loss: 0.0745, Plan similarity: 0.5000, Random contrast: 0.3447
[Full Training] Normal loss: 0.0730, Plan similarity: 0.5000, Random contrast: 0.2314
[Full Training] Normal loss: 0.0781, Plan similarity: 0.5000, Random contrast: 0.3574
[Full Training] Normal loss: 0.0871, Plan similarity: 0.5000, Random contrast: 0.3652
[Full Training] Normal loss: 0.0764, Plan similarity: 0.5000, Random contrast: 0.2686
[Full Training] Normal loss: 0.0856, Plan similarity: 0.5000, Random contrast: 0.1816
[Full Training] Normal loss: 0.0573, Plan similarity: 0.5000, Random contrast: 0.2881
[Full Training] Normal loss: 0.0461, Plan similarity: 0.5000, Random contrast: 0.1396
[Full Training] Normal loss: 0.0544, Plan similarity: 0.5000, Random contrast: 0.4102
[Full Training] Normal loss: 0.0370, Plan similarity: 0.5000, Random contrast: 0.3604
[Full Training] Normal loss: 0.0843, Plan similarity: 0.5000, Random contrast: 0.0957
[Full Training] Normal loss: 0.0979, Plan similarity: 0.5000, Random contrast: 0.0898
[Full Training] Normal loss: 0.1442, Plan similarity: 0.5000, Random contrast: 0.2939
[Full Training] Normal loss: 0.0618, Plan similarity: 0.5000, Random contrast: 0.3584
[Full Training] Normal loss: 0.1004, Plan similarity: 0.5000, Random contrast: 0.3389
[Full Training] Normal loss: 0.0592, Plan similarity: 0.5000, Random contrast: 0.3125
[Full Training] Normal loss: 0.1213, Plan similarity: 0.5000, Random contrast: 0.3730
[Full Training] Normal loss: 0.0624, Plan similarity: 0.5000, Random contrast: 0.2441
[Full Training] Normal loss: 0.0793, Plan similarity: 0.5000, Random contrast: 0.1143
[Full Training] Normal loss: 0.1073, Plan similarity: 0.5000, Random contrast: 0.3145
[Full Training] Normal loss: 0.0439, Plan similarity: 0.5000, Random contrast: 0.3232
[Full Training] Normal loss: 0.0499, Plan similarity: 0.5000, Random contrast: 0.3633
[Full Training] Normal loss: 0.0824, Plan similarity: 0.5000, Random contrast: 0.3203
[Full Training] Normal loss: 0.1207, Plan similarity: 0.5000, Random contrast: 0.0000
[Full Training] Normal loss: 0.1128, Plan similarity: 0.5000, Random contrast: 0.2783
[Full Training] Normal loss: 0.0660, Plan similarity: 0.5000, Random contrast: 0.4844
[Full Training] Normal loss: 0.0396, Plan similarity: 0.5000, Random contrast: 0.2695
[Full Training] Normal loss: 0.0761, Plan similarity: 0.5000, Random contrast: 0.3809
[Full Training] Normal loss: 0.0780, Plan similarity: 0.5000, Random contrast: 0.3184
[Full Training] Normal loss: 0.0708, Plan similarity: 0.5000, Random contrast: 0.2793
[Full Training] Normal loss: 0.0827, Plan similarity: 0.5000, Random contrast: 0.1123
[Full Training] Normal loss: 0.0553, Plan similarity: 0.5000, Random contrast: 0.2930
[Full Training] Normal loss: 0.0690, Plan similarity: 0.5000, Random contrast: 0.2217
[Full Training] Normal loss: 0.0650, Plan similarity: 0.5000, Random contrast: 0.4619
[Full Training] Normal loss: 0.0438, Plan similarity: 0.5000, Random contrast: 0.3057
[Full Training] Normal loss: 0.0512, Plan similarity: 0.5000, Random contrast: 0.3154
[Full Training] Normal loss: 0.0937, Plan similarity: 0.5000, Random contrast: 0.2168
[Full Training] Normal loss: 0.0896, Plan similarity: 0.5000, Random contrast: 0.2012
[Full Training] Normal loss: 0.0532, Plan similarity: 0.5000, Random contrast: 0.3613
[Full Training] Normal loss: 0.0873, Plan similarity: 0.5000, Random contrast: 0.2344
[Full Training] Normal loss: 0.0525, Plan similarity: 0.5000, Random contrast: 0.1758
[Full Training] Normal loss: 0.0491, Plan similarity: 0.5000, Random contrast: 0.1836
[Full Training] Normal loss: 0.0579, Plan similarity: 0.5000, Random contrast: 0.2217
[Full Training] Normal loss: 0.0996, Plan similarity: 0.5000, Random contrast: 0.2168
[Full Training] Normal loss: 0.0821, Plan similarity: 0.5000, Random contrast: 0.2549
[Full Training] Normal loss: 0.0944, Plan similarity: 0.5000, Random contrast: 0.2988
[Full Training] Normal loss: 0.0869, Plan similarity: 0.5000, Random contrast: 0.2861
[Full Training] Normal loss: 0.0666, Plan similarity: 0.5000, Random contrast: 0.2500
[Full Training] Normal loss: 0.0749, Plan similarity: 0.5000, Random contrast: 0.4111
[Full Training] Normal loss: 0.1050, Plan similarity: 0.5000, Random contrast: 0.3457
[Full Training] Normal loss: 0.0517, Plan similarity: 0.5000, Random contrast: 0.1807
[Full Training] Normal loss: 0.0764, Plan similarity: 0.5000, Random contrast: 0.3418
[Full Training] Normal loss: 0.0628, Plan similarity: 0.5000, Random contrast: 0.2744
[Full Training] Normal loss: 0.0833, Plan similarity: 0.5000, Random contrast: 0.2559
[Full Training] Normal loss: 0.0886, Plan similarity: 0.5000, Random contrast: 0.3555
[Full Training] Normal loss: 0.0725, Plan similarity: 0.5000, Random contrast: 0.2451
[Full Training] Normal loss: 0.0792, Plan similarity: 0.5000, Random contrast: 0.2744
[Full Training] Normal loss: 0.0735, Plan similarity: 0.5000, Random contrast: 0.3477
[Full Training] Normal loss: 0.1251, Plan similarity: 0.5000, Random contrast: 0.1514
[Full Training] Normal loss: 0.0642, Plan similarity: 0.5000, Random contrast: 0.3584
[Full Training] Normal loss: 0.0364, Plan similarity: 0.5000, Random contrast: 0.3457
[Full Training] Normal loss: 0.0711, Plan similarity: 0.5000, Random contrast: 0.2930
[Full Training] Normal loss: 0.0371, Plan similarity: 0.5000, Random contrast: 0.3164
[Full Training] Normal loss: 0.0323, Plan similarity: 0.5000, Random contrast: 0.2969
[Full Training] Normal loss: 0.0711, Plan similarity: 0.5000, Random contrast: 0.2988
[Full Training] Normal loss: 0.0668, Plan similarity: 0.5000, Random contrast: 0.4326
[Full Training] Normal loss: 0.1180, Plan similarity: 0.5000, Random contrast: 0.1367
[Full Training] Normal loss: 0.0627, Plan similarity: 0.5000, Random contrast: 0.2051
[Full Training] Normal loss: 0.0486, Plan similarity: 0.5000, Random contrast: 0.1777
[Full Training] Normal loss: 0.1164, Plan similarity: 0.5000, Random contrast: 0.0918
[Full Training] Normal loss: 0.0510, Plan similarity: 0.5000, Random contrast: 0.3184
[Full Training] Normal loss: 0.1405, Plan similarity: 0.5000, Random contrast: 0.4551
[Full Training] Normal loss: 0.0348, Plan similarity: 0.5000, Random contrast: 0.3945
[Full Training] Normal loss: 0.0884, Plan similarity: 0.5000, Random contrast: 0.2695
[Full Training] Normal loss: 0.0782, Plan similarity: 0.5000, Random contrast: 0.3447
[Full Training] Normal loss: 0.1332, Plan similarity: 0.5000, Random contrast: 0.3848
[Full Training] Normal loss: 0.0335, Plan similarity: 0.5000, Random contrast: 0.3613
[Full Training] Normal loss: 0.0649, Plan similarity: 0.5000, Random contrast: 0.1592
[Full Training] Normal loss: 0.1575, Plan similarity: 0.5000, Random contrast: 0.1289
[Full Training] Normal loss: 0.0787, Plan similarity: 0.5000, Random contrast: 0.2139
[Full Training] Normal loss: 0.0390, Plan similarity: 0.5000, Random contrast: 0.2227
[Full Training] Normal loss: 0.0393, Plan similarity: 0.5000, Random contrast: 0.4756
[Full Training] Normal loss: 0.0453, Plan similarity: 0.5000, Random contrast: 0.2168
