Normal loss: 1.9329, Plan similarity: 0.1982, Random contrast: 0.6719
Normal loss: 2.1049, Plan similarity: 3.2812, Random contrast: 0.1592
Normal loss: 2.0475, Plan similarity: 3.3750, Random contrast: 0.0757
Normal loss: 2.0486, Plan similarity: 2.4688, Random contrast: 0.6562
Normal loss: 1.9153, Plan similarity: 2.8125, Random contrast: 0.6836
Normal loss: 2.2248, Plan similarity: 2.5000, Random contrast: 0.6797
Normal loss: 1.7894, Plan similarity: 2.7500, Random contrast: 0.6875
Normal loss: 1.8828, Plan similarity: 2.9375, Random contrast: 0.6836
Normal loss: 1.9216, Plan similarity: 2.7812, Random contrast: 0.5391
Normal loss: 2.2004, Plan similarity: 2.1875, Random contrast: 0.6719
Normal loss: 2.2798, Plan similarity: 2.9844, Random contrast: 0.6250
Normal loss: 2.0515, Plan similarity: 2.9531, Random contrast: 0.6641
Normal loss: 2.0482, Plan similarity: 3.5312, Random contrast: 0.1001
Normal loss: 1.9934, Plan similarity: 3.5312, Random contrast: 0.5234
Normal loss: 2.5138, Plan similarity: 2.5312, Random contrast: 0.0933
Normal loss: 2.1025, Plan similarity: 3.1406, Random contrast: 0.2393
Normal loss: 2.1521, Plan similarity: 2.1406, Random contrast: 0.6719
Normal loss: 1.7619, Plan similarity: 2.3750, Random contrast: 0.6680
Normal loss: 2.1123, Plan similarity: 2.2969, Random contrast: 0.6562
Normal loss: 2.0401, Plan similarity: 2.7188, Random contrast: 0.3828
Normal loss: 1.4882, Plan similarity: 3.2500, Random contrast: 0.5938
Normal loss: 1.8570, Plan similarity: 2.7812, Random contrast: 0.3125
Normal loss: 1.9151, Plan similarity: 2.6250, Random contrast: 0.1553
Normal loss: 1.9850, Plan similarity: 2.2812, Random contrast: 0.6719
Normal loss: 1.8354, Plan similarity: 3.1094, Random contrast: 0.6797
Normal loss: 1.9835, Plan similarity: 2.8906, Random contrast: 0.3418
Normal loss: 1.9977, Plan similarity: 2.5312, Random contrast: 0.6719
Normal loss: 1.9361, Plan similarity: 2.7812, Random contrast: 0.6758
Normal loss: 2.0965, Plan similarity: 3.1875, Random contrast: 0.6250
Normal loss: 1.7565, Plan similarity: 2.5781, Random contrast: 0.6719
Normal loss: 2.0937, Plan similarity: 2.9531, Random contrast: 0.6836
Normal loss: 2.3387, Plan similarity: 3.2656, Random contrast: 0.4531
Normal loss: 2.2644, Plan similarity: 2.2812, Random contrast: 0.4766
Normal loss: 2.0862, Plan similarity: 2.7031, Random contrast: 0.5586
Normal loss: 2.0699, Plan similarity: 2.6719, Random contrast: 0.2852
Normal loss: 2.2006, Plan similarity: 2.1562, Random contrast: 0.6562
Normal loss: 1.9496, Plan similarity: 2.3594, Random contrast: 0.6797
Normal loss: 1.8719, Plan similarity: 2.8438, Random contrast: 0.5898
Normal loss: 2.0566, Plan similarity: 3.2031, Random contrast: 0.3848
Normal loss: 2.0949, Plan similarity: 3.0000, Random contrast: 0.6484
Normal loss: 2.0366, Plan similarity: 3.4219, Random contrast: 0.5781
Normal loss: 1.7360, Plan similarity: 3.4062, Random contrast: 0.4316
Normal loss: 2.3691, Plan similarity: 3.0781, Random contrast: 0.3945
Normal loss: 2.3862, Plan similarity: 2.9688, Random contrast: 0.2461
Normal loss: 2.1157, Plan similarity: 2.5000, Random contrast: 0.6836
Normal loss: 1.9650, Plan similarity: 2.7969, Random contrast: 0.6719
Normal loss: 2.3340, Plan similarity: 3.3750, Random contrast: 0.2539
Normal loss: 1.8406, Plan similarity: 2.9219, Random contrast: 0.6836
Normal loss: 2.3235, Plan similarity: 3.0000, Random contrast: 0.0461
Normal loss: 2.1544, Plan similarity: 1.9297, Random contrast: 0.6836
Normal loss: 2.0837, Plan similarity: 3.1719, Random contrast: 0.3438
Normal loss: 2.1098, Plan similarity: 2.6562, Random contrast: 0.6836
Normal loss: 2.1391, Plan similarity: 2.8281, Random contrast: 0.6797
Normal loss: 2.2450, Plan similarity: 3.1719, Random contrast: 0.5273
Normal loss: 1.9508, Plan similarity: 3.2344, Random contrast: 0.6719
Normal loss: 2.0733, Plan similarity: 3.5625, Random contrast: 0.5195
Normal loss: 2.0010, Plan similarity: 3.0625, Random contrast: 0.6641
Normal loss: 1.8270, Plan similarity: 2.6562, Random contrast: 0.6484
Normal loss: 2.2870, Plan similarity: 2.6562, Random contrast: 0.5156
Normal loss: 2.1663, Plan similarity: 3.2344, Random contrast: 0.2617
Normal loss: 2.1367, Plan similarity: 3.4062, Random contrast: 0.6328
Normal loss: 1.9352, Plan similarity: 3.2500, Random contrast: 0.5898
Normal loss: 1.8663, Plan similarity: 2.6875, Random contrast: 0.6836
Normal loss: 2.0870, Plan similarity: 3.3438, Random contrast: 0.3828
Normal loss: 2.4362, Plan similarity: 3.6875, Random contrast: 0.6875
Normal loss: 1.9246, Plan similarity: 2.6562, Random contrast: 0.6836
Normal loss: 1.8631, Plan similarity: 2.9375, Random contrast: 0.6719
Normal loss: 2.0128, Plan similarity: 2.7500, Random contrast: 0.5039
Normal loss: 1.8511, Plan similarity: 2.1250, Random contrast: 0.6289
Normal loss: 2.2150, Plan similarity: 2.8438, Random contrast: 0.6797
Normal loss: 2.2751, Plan similarity: 2.8750, Random contrast: 0.6758
Normal loss: 1.9728, Plan similarity: 3.0938, Random contrast: 0.2969
Normal loss: 2.1440, Plan similarity: 3.3125, Random contrast: 0.3535
Normal loss: 2.0917, Plan similarity: 3.0625, Random contrast: 0.6602
Normal loss: 2.9826, Plan similarity: 3.9688, Random contrast: 0.6875
Normal loss: 1.7694, Plan similarity: 3.2812, Random contrast: 0.5703
Normal loss: 2.1014, Plan similarity: 3.1562, Random contrast: 0.6406
Normal loss: 1.8125, Plan similarity: 2.6250, Random contrast: 0.6797
Normal loss: 2.1186, Plan similarity: 2.3750, Random contrast: 0.6328
Normal loss: 2.2251, Plan similarity: 2.2500, Random contrast: 0.6836
Normal loss: 2.2249, Plan similarity: 2.7188, Random contrast: 0.6406
Normal loss: 2.5308, Plan similarity: 2.5625, Random contrast: 0.6797
Normal loss: 2.2818, Plan similarity: 2.6250, Random contrast: 0.6719
Normal loss: 1.8232, Plan similarity: 3.0625, Random contrast: 0.5859
Normal loss: 1.9843, Plan similarity: 2.5938, Random contrast: 0.5469
Normal loss: 2.0276, Plan similarity: 3.2188, Random contrast: 0.6016
Normal loss: 2.0178, Plan similarity: 3.1094, Random contrast: 0.6680
Normal loss: 1.9916, Plan similarity: 3.2500, Random contrast: 0.6094
Normal loss: 2.5230, Plan similarity: 2.7812, Random contrast: 0.4844
Normal loss: 2.3582, Plan similarity: 2.9375, Random contrast: 0.6719
Normal loss: 1.8232, Plan similarity: 2.9062, Random contrast: 0.6016
Normal loss: 2.0404, Plan similarity: 2.4375, Random contrast: 0.6875
Normal loss: 1.8642, Plan similarity: 2.7812, Random contrast: 0.6875
Normal loss: 1.8884, Plan similarity: 2.6406, Random contrast: 0.6328
Normal loss: 2.3064, Plan similarity: 2.3906, Random contrast: 0.5781
Normal loss: 1.8514, Plan similarity: 2.7344, Random contrast: 0.6328
Normal loss: 2.0692, Plan similarity: 2.4062, Random contrast: 0.5273
Normal loss: 2.0185, Plan similarity: 2.6250, Random contrast: 0.6836
Normal loss: 2.3920, Plan similarity: 2.9219, Random contrast: 0.6211
Normal loss: 2.0357, Plan similarity: 2.6562, Random contrast: 0.6797
Normal loss: 1.7113, Plan similarity: 2.7500, Random contrast: 0.6484
Normal loss: 2.1096, Plan similarity: 2.6875, Random contrast: 0.6758
Normal loss: 2.4753, Plan similarity: 2.7812, Random contrast: 0.5586
Normal loss: 2.3123, Plan similarity: 2.8125, Random contrast: 0.5703
Normal loss: 2.1056, Plan similarity: 2.5625, Random contrast: 0.6406
Normal loss: 2.3607, Plan similarity: 2.5000, Random contrast: 0.5312
Normal loss: 1.9212, Plan similarity: 2.7812, Random contrast: 0.6797
Normal loss: 2.1283, Plan similarity: 2.8750, Random contrast: 0.6016
Normal loss: 1.8067, Plan similarity: 3.0312, Random contrast: 0.6055
Normal loss: 1.9568, Plan similarity: 2.8750, Random contrast: 0.6328
Normal loss: 1.9047, Plan similarity: 2.5000, Random contrast: 0.6797
Normal loss: 2.3444, Plan similarity: 2.9219, Random contrast: 0.6211
Normal loss: 2.3227, Plan similarity: 2.7500, Random contrast: 0.6641
Normal loss: 2.0121, Plan similarity: 3.1562, Random contrast: 0.6484
Normal loss: 2.2030, Plan similarity: 2.5312, Random contrast: 0.4766
Normal loss: 2.1454, Plan similarity: 2.5312, Random contrast: 0.5156
Normal loss: 2.4436, Plan similarity: 2.1562, Random contrast: 0.6719
Normal loss: 1.8686, Plan similarity: 2.8438, Random contrast: 0.6641
Normal loss: 1.9762, Plan similarity: 2.5625, Random contrast: 0.6641
Normal loss: 1.6976, Plan similarity: 3.5156, Random contrast: 0.6016
Normal loss: 2.3500, Plan similarity: 3.0625, Random contrast: 0.6367
Normal loss: 1.9473, Plan similarity: 2.8281, Random contrast: 0.4219
Normal loss: 2.0954, Plan similarity: 2.9062, Random contrast: 0.3887
Normal loss: 2.1230, Plan similarity: 3.0312, Random contrast: 0.3906
Normal loss: 2.2042, Plan similarity: 2.9375, Random contrast: 0.6719
Normal loss: 2.0397, Plan similarity: 2.9375, Random contrast: 0.6875
Normal loss: 1.8480, Plan similarity: 2.9375, Random contrast: 0.6875
Normal loss: 2.2044, Plan similarity: 2.6250, Random contrast: 0.6719
Normal loss: 2.1488, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 1.8143, Plan similarity: 3.0000, Random contrast: 0.4141
Normal loss: 1.9476, Plan similarity: 3.0000, Random contrast: 0.5938
Normal loss: 2.2787, Plan similarity: 3.5938, Random contrast: 0.6250
Normal loss: 2.0482, Plan similarity: 3.2812, Random contrast: 0.6719
Normal loss: 2.3366, Plan similarity: 3.0312, Random contrast: 0.6641
Normal loss: 2.1214, Plan similarity: 2.5781, Random contrast: 0.6719
Normal loss: 1.9828, Plan similarity: 2.3750, Random contrast: 0.6875
Normal loss: 1.9128, Plan similarity: 2.9688, Random contrast: 0.6719
Normal loss: 2.2886, Plan similarity: 2.9375, Random contrast: 0.3711
Normal loss: 2.0716, Plan similarity: 2.8438, Random contrast: 0.6445
Normal loss: 2.0114, Plan similarity: 2.6875, Random contrast: 0.5742
Normal loss: 2.1014, Plan similarity: 2.7656, Random contrast: 0.5859
Normal loss: 1.8745, Plan similarity: 2.8438, Random contrast: 0.5938
Normal loss: 2.2948, Plan similarity: 2.5781, Random contrast: 0.0032
Normal loss: 2.6099, Plan similarity: 2.1250, Random contrast: 0.6172
Normal loss: 1.7530, Plan similarity: 2.6719, Random contrast: 0.6641
Normal loss: 2.0131, Plan similarity: 2.1406, Random contrast: 0.5156
Normal loss: 1.8523, Plan similarity: 2.7812, Random contrast: 0.6641
Normal loss: 1.8065, Plan similarity: 3.2031, Random contrast: 0.6875
Normal loss: 2.0207, Plan similarity: 3.2344, Random contrast: 0.6875
Normal loss: 2.2792, Plan similarity: 2.9219, Random contrast: 0.5703
Normal loss: 2.0451, Plan similarity: 3.0625, Random contrast: 0.4980
Normal loss: 2.2662, Plan similarity: 3.0938, Random contrast: 0.1118
Normal loss: 2.1167, Plan similarity: 2.9375, Random contrast: 0.4414
Normal loss: 2.1009, Plan similarity: 2.6250, Random contrast: 0.5742
Normal loss: 2.1297, Plan similarity: 2.9844, Random contrast: 0.5391
Normal loss: 2.1224, Plan similarity: 2.8438, Random contrast: 0.6719
Normal loss: 1.9720, Plan similarity: 2.9375, Random contrast: 0.4297
Normal loss: 2.3437, Plan similarity: 2.5625, Random contrast: 0.6328
Normal loss: 1.9784, Plan similarity: 2.7344, Random contrast: 0.6719
Normal loss: 2.0515, Plan similarity: 2.7344, Random contrast: 0.6758
Normal loss: 2.4302, Plan similarity: 2.6875, Random contrast: 0.6797
Normal loss: 1.9857, Plan similarity: 2.8750, Random contrast: 0.6133
Normal loss: 2.2625, Plan similarity: 3.1719, Random contrast: 0.5898
Normal loss: 2.7704, Plan similarity: 2.6875, Random contrast: 0.4785
Normal loss: 2.0115, Plan similarity: 2.2812, Random contrast: 0.6602
Normal loss: 2.0091, Plan similarity: 2.6094, Random contrast: 0.6719
Normal loss: 1.9720, Plan similarity: 2.6875, Random contrast: 0.5430
Normal loss: 2.0370, Plan similarity: 2.0156, Random contrast: 0.6641
Normal loss: 2.2571, Plan similarity: 2.3750, Random contrast: 0.6836
Normal loss: 1.7630, Plan similarity: 2.8594, Random contrast: 0.4141
Normal loss: 1.9294, Plan similarity: 2.8125, Random contrast: 0.5273
Normal loss: 2.0096, Plan similarity: 2.1250, Random contrast: 0.6797
Normal loss: 2.1018, Plan similarity: 2.8125, Random contrast: 0.4688
Normal loss: 1.9556, Plan similarity: 2.4219, Random contrast: 0.6484
Normal loss: 1.6592, Plan similarity: 2.9688, Random contrast: 0.6797
Normal loss: 2.0896, Plan similarity: 3.1562, Random contrast: 0.6875
Normal loss: 1.7013, Plan similarity: 3.0000, Random contrast: 0.6719
Normal loss: 2.0817, Plan similarity: 2.4062, Random contrast: 0.4297
Normal loss: 2.0768, Plan similarity: 2.3750, Random contrast: 0.3418
Normal loss: 2.3393, Plan similarity: 2.5625, Random contrast: 0.6641
Normal loss: 2.0813, Plan similarity: 2.9375, Random contrast: 0.6406
Normal loss: 1.8737, Plan similarity: 2.8438, Random contrast: 0.6641
Normal loss: 1.8427, Plan similarity: 3.0312, Random contrast: 0.5703
Normal loss: 1.8682, Plan similarity: 3.0469, Random contrast: 0.5156
Normal loss: 1.9124, Plan similarity: 2.5312, Random contrast: 0.5703
Normal loss: 2.0980, Plan similarity: 2.6094, Random contrast: 0.5234
Normal loss: 1.9949, Plan similarity: 3.0312, Random contrast: 0.5508
Normal loss: 2.0316, Plan similarity: 2.7969, Random contrast: 0.6719
Normal loss: 2.2601, Plan similarity: 3.2656, Random contrast: 0.6875
Normal loss: 1.8505, Plan similarity: 2.5156, Random contrast: 0.6484
Normal loss: 1.9027, Plan similarity: 3.0938, Random contrast: 0.4316
Normal loss: 2.0232, Plan similarity: 2.2188, Random contrast: 0.4375
Normal loss: 1.8183, Plan similarity: 3.0000, Random contrast: 0.3125
Normal loss: 2.2366, Plan similarity: 3.1875, Random contrast: 0.2295
Normal loss: 2.3949, Plan similarity: 3.2500, Random contrast: 0.0227
Normal loss: 1.9881, Plan similarity: 2.5625, Random contrast: 0.3418
Normal loss: 2.3413, Plan similarity: 2.5000, Random contrast: 0.6719
Normal loss: 2.6358, Plan similarity: 2.4688, Random contrast: 0.6211
Normal loss: 2.0682, Plan similarity: 2.0469, Random contrast: 0.6602
Normal loss: 1.9807, Plan similarity: 3.1562, Random contrast: 0.4883
Normal loss: 2.1832, Plan similarity: 3.1875, Random contrast: 0.5742
Normal loss: 1.7963, Plan similarity: 2.8125, Random contrast: 0.5469
Normal loss: 1.6448, Plan similarity: 3.1875, Random contrast: 0.6719
Normal loss: 1.8740, Plan similarity: 2.5938, Random contrast: 0.5156
Normal loss: 2.0036, Plan similarity: 2.7188, Random contrast: 0.6836
Normal loss: 1.6160, Plan similarity: 2.7500, Random contrast: 0.5039
Normal loss: 1.9990, Plan similarity: 3.2500, Random contrast: 0.6016
Normal loss: 2.0356, Plan similarity: 3.1406, Random contrast: 0.5547
Normal loss: 1.9596, Plan similarity: 2.9844, Random contrast: 0.4102
Normal loss: 2.2876, Plan similarity: 3.0000, Random contrast: 0.2754
Normal loss: 2.0881, Plan similarity: 3.1562, Random contrast: 0.2227
Normal loss: 1.7516, Plan similarity: 2.9062, Random contrast: 0.4316
Normal loss: 1.6889, Plan similarity: 2.6250, Random contrast: 0.4727
Normal loss: 1.8489, Plan similarity: 2.6562, Random contrast: 0.6875
Normal loss: 2.2078, Plan similarity: 2.4688, Random contrast: 0.6797
Normal loss: 2.3783, Plan similarity: 2.5000, Random contrast: 0.3848
Normal loss: 2.3034, Plan similarity: 2.3125, Random contrast: 0.0000
Normal loss: 2.1457, Plan similarity: 2.4219, Random contrast: 0.2656
Normal loss: 2.1777, Plan similarity: 2.5312, Random contrast: 0.6836
Normal loss: 1.9166, Plan similarity: 2.8125, Random contrast: 0.6172
Normal loss: 2.0318, Plan similarity: 2.9531, Random contrast: 0.6719
Normal loss: 1.7065, Plan similarity: 2.4375, Random contrast: 0.6836
Normal loss: 2.0527, Plan similarity: 2.7500, Random contrast: 0.6719
Normal loss: 2.0919, Plan similarity: 3.0156, Random contrast: 0.6797
Normal loss: 1.9085, Plan similarity: 2.8594, Random contrast: 0.6172
Normal loss: 2.0012, Plan similarity: 3.4375, Random contrast: 0.6797
Normal loss: 1.8700, Plan similarity: 2.5625, Random contrast: 0.6797
Normal loss: 1.9877, Plan similarity: 2.6875, Random contrast: 0.6719
Normal loss: 1.9134, Plan similarity: 3.3125, Random contrast: 0.5156
Normal loss: 2.0900, Plan similarity: 3.0156, Random contrast: 0.6523
Normal loss: 1.9870, Plan similarity: 2.9688, Random contrast: 0.6094
Normal loss: 1.5266, Plan similarity: 3.0625, Random contrast: 0.6875
Normal loss: 2.5952, Plan similarity: 3.6406, Random contrast: 0.0000
Normal loss: 1.8338, Plan similarity: 2.9531, Random contrast: 0.4141
Normal loss: 1.6441, Plan similarity: 3.2188, Random contrast: 0.6836
Normal loss: 1.8313, Plan similarity: 2.5625, Random contrast: 0.6719
Normal loss: 2.3977, Plan similarity: 2.7812, Random contrast: 0.6836
Normal loss: 1.9276, Plan similarity: 2.5312, Random contrast: 0.6797
Normal loss: 1.8273, Plan similarity: 2.9844, Random contrast: 0.6562
Normal loss: 2.3002, Plan similarity: 2.5000, Random contrast: 0.5469
Normal loss: 2.1744, Plan similarity: 2.5000, Random contrast: 0.4648
Normal loss: 2.1173, Plan similarity: 3.1875, Random contrast: 0.3984
Normal loss: 2.0027, Plan similarity: 2.6875, Random contrast: 0.6836
Normal loss: 1.9491, Plan similarity: 2.6562, Random contrast: 0.6797
Normal loss: 2.2212, Plan similarity: 3.1250, Random contrast: 0.4355
Normal loss: 2.2333, Plan similarity: 3.1875, Random contrast: 0.6094
Normal loss: 1.9661, Plan similarity: 2.3906, Random contrast: 0.6328
Normal loss: 1.8893, Plan similarity: 2.5469, Random contrast: 0.6641
Normal loss: 2.3884, Plan similarity: 2.5781, Random contrast: 0.5898
Normal loss: 2.1574, Plan similarity: 2.4375, Random contrast: 0.2031
Normal loss: 1.8933, Plan similarity: 3.0938, Random contrast: 0.6797
Normal loss: 2.2447, Plan similarity: 2.5312, Random contrast: 0.0000
Normal loss: 2.1286, Plan similarity: 3.2500, Random contrast: 0.3828
Normal loss: 1.9297, Plan similarity: 3.2031, Random contrast: 0.6836
Normal loss: 1.9458, Plan similarity: 2.4531, Random contrast: 0.6797
Normal loss: 2.3251, Plan similarity: 2.7344, Random contrast: 0.6562
Normal loss: 2.3809, Plan similarity: 2.8750, Random contrast: 0.6875
Normal loss: 1.9716, Plan similarity: 2.6250, Random contrast: 0.5000
Normal loss: 2.1921, Plan similarity: 2.8750, Random contrast: 0.6758
Normal loss: 2.4279, Plan similarity: 2.4531, Random contrast: 0.4629
Normal loss: 2.1876, Plan similarity: 2.8125, Random contrast: 0.4414
Normal loss: 1.8200, Plan similarity: 2.7500, Random contrast: 0.5508
Normal loss: 2.1922, Plan similarity: 2.7500, Random contrast: 0.6719
Normal loss: 1.9892, Plan similarity: 2.6562, Random contrast: 0.6562
Normal loss: 2.1735, Plan similarity: 2.4062, Random contrast: 0.4805
Normal loss: 2.0670, Plan similarity: 2.8281, Random contrast: 0.6758
Normal loss: 2.0292, Plan similarity: 2.8281, Random contrast: 0.6641
Normal loss: 2.3019, Plan similarity: 2.6562, Random contrast: 0.3906
Normal loss: 2.1490, Plan similarity: 2.1875, Random contrast: 0.3262
Normal loss: 2.2470, Plan similarity: 2.9062, Random contrast: 0.3594
Normal loss: 1.8831, Plan similarity: 2.4062, Random contrast: 0.6719
Normal loss: 2.0991, Plan similarity: 2.8594, Random contrast: 0.6797
Normal loss: 1.8118, Plan similarity: 2.9531, Random contrast: 0.5625
Normal loss: 2.0494, Plan similarity: 2.6562, Random contrast: 0.6406
Normal loss: 2.0697, Plan similarity: 2.8281, Random contrast: 0.2949
Normal loss: 1.7679, Plan similarity: 3.1406, Random contrast: 0.6875
Normal loss: 2.0526, Plan similarity: 2.5938, Random contrast: 0.5352
Normal loss: 2.1931, Plan similarity: 2.8438, Random contrast: 0.3086
Normal loss: 1.8870, Plan similarity: 2.9375, Random contrast: 0.4590
Normal loss: 1.9124, Plan similarity: 2.7500, Random contrast: 0.0811
Normal loss: 2.1601, Plan similarity: 2.5469, Random contrast: 0.6680
Normal loss: 2.0464, Plan similarity: 2.6562, Random contrast: 0.5859
Normal loss: 2.0421, Plan similarity: 2.7812, Random contrast: 0.6133
Normal loss: 1.7808, Plan similarity: 2.9688, Random contrast: 0.6328
Normal loss: 1.8143, Plan similarity: 2.5938, Random contrast: 0.3262
Normal loss: 2.0027, Plan similarity: 2.6094, Random contrast: 0.2285
Normal loss: 1.8473, Plan similarity: 2.8750, Random contrast: 0.6758
Normal loss: 1.8406, Plan similarity: 3.0625, Random contrast: 0.3789
Normal loss: 2.1130, Plan similarity: 2.9062, Random contrast: 0.6641
Normal loss: 2.4463, Plan similarity: 3.0625, Random contrast: 0.5195
Normal loss: 2.0544, Plan similarity: 3.1562, Random contrast: 0.2715
Normal loss: 2.1365, Plan similarity: 2.5938, Random contrast: 0.2520
Normal loss: 2.1907, Plan similarity: 2.8750, Random contrast: 0.6641
Normal loss: 1.9927, Plan similarity: 2.6875, Random contrast: 0.6875
Normal loss: 2.1171, Plan similarity: 2.7188, Random contrast: 0.6797
Normal loss: 1.9327, Plan similarity: 2.9375, Random contrast: 0.6719
Normal loss: 1.9534, Plan similarity: 2.7969, Random contrast: 0.6797
Normal loss: 2.2622, Plan similarity: 2.4062, Random contrast: 0.6875
Normal loss: 2.4766, Plan similarity: 2.1719, Random contrast: 0.6406
Normal loss: 2.0309, Plan similarity: 3.1875, Random contrast: 0.5781
Normal loss: 1.8108, Plan similarity: 3.0625, Random contrast: 0.3281
Normal loss: 2.1865, Plan similarity: 3.2500, Random contrast: 0.5859
Normal loss: 2.1249, Plan similarity: 2.8438, Random contrast: 0.2715
Normal loss: 1.9327, Plan similarity: 2.8438, Random contrast: 0.5938
Normal loss: 2.0394, Plan similarity: 2.0625, Random contrast: 0.6641
Normal loss: 1.9295, Plan similarity: 3.0781, Random contrast: 0.3984
Normal loss: 1.7159, Plan similarity: 3.0938, Random contrast: 0.4453
Normal loss: 2.1338, Plan similarity: 2.9062, Random contrast: 0.3691
Normal loss: 1.7368, Plan similarity: 2.7500, Random contrast: 0.6719
Normal loss: 1.9853, Plan similarity: 3.0625, Random contrast: 0.6836
Normal loss: 2.0222, Plan similarity: 2.8438, Random contrast: 0.6797
Normal loss: 1.9155, Plan similarity: 3.2812, Random contrast: 0.5352
Normal loss: 2.1606, Plan similarity: 3.2500, Random contrast: 0.3457
Normal loss: 1.8248, Plan similarity: 2.5156, Random contrast: 0.4727
Normal loss: 1.9677, Plan similarity: 3.1562, Random contrast: 0.6289
Normal loss: 2.1889, Plan similarity: 2.9688, Random contrast: 0.6836
Normal loss: 2.4067, Plan similarity: 2.9688, Random contrast: 0.0000
Normal loss: 2.1539, Plan similarity: 3.1875, Random contrast: 0.4609
Normal loss: 2.1198, Plan similarity: 3.1094, Random contrast: 0.4961
Normal loss: 2.0948, Plan similarity: 2.9844, Random contrast: 0.6016
Normal loss: 1.9658, Plan similarity: 2.9688, Random contrast: 0.0000
Normal loss: 2.3734, Plan similarity: 2.6094, Random contrast: 0.6836
Normal loss: 2.2157, Plan similarity: 2.3125, Random contrast: 0.0188
Normal loss: 2.1530, Plan similarity: 2.7812, Random contrast: 0.6445
Normal loss: 1.9638, Plan similarity: 2.4688, Random contrast: 0.4941
Normal loss: 1.8121, Plan similarity: 2.4531, Random contrast: 0.1943
Normal loss: 1.9555, Plan similarity: 2.5625, Random contrast: 0.6797
Normal loss: 1.9993, Plan similarity: 2.8281, Random contrast: 0.6484
Normal loss: 2.0302, Plan similarity: 2.8750, Random contrast: 0.6719
Normal loss: 2.1401, Plan similarity: 2.9375, Random contrast: 0.4004
Normal loss: 1.9380, Plan similarity: 3.1562, Random contrast: 0.6875
Normal loss: 2.1829, Plan similarity: 3.0781, Random contrast: 0.6836
Normal loss: 1.8963, Plan similarity: 3.0312, Random contrast: 0.6094
Normal loss: 2.0962, Plan similarity: 3.4062, Random contrast: 0.4551
Normal loss: 2.2038, Plan similarity: 3.0000, Random contrast: 0.6797
Normal loss: 2.0269, Plan similarity: 3.0938, Random contrast: 0.6797
Normal loss: 2.0778, Plan similarity: 3.0156, Random contrast: 0.3906
Normal loss: 2.0455, Plan similarity: 2.9062, Random contrast: 0.4375
Normal loss: 1.9142, Plan similarity: 3.3125, Random contrast: 0.3301
Normal loss: 2.1858, Plan similarity: 2.8750, Random contrast: 0.6719
Normal loss: 1.8780, Plan similarity: 3.0938, Random contrast: 0.3340
Normal loss: 1.8306, Plan similarity: 2.7500, Random contrast: 0.6641
Normal loss: 2.1788, Plan similarity: 2.7500, Random contrast: 0.6172
Normal loss: 1.8922, Plan similarity: 3.0312, Random contrast: 0.6797
Normal loss: 2.1578, Plan similarity: 3.1250, Random contrast: 0.6367
Normal loss: 2.0255, Plan similarity: 3.1562, Random contrast: 0.6875
Normal loss: 1.6796, Plan similarity: 3.0000, Random contrast: 0.5156
Normal loss: 1.9406, Plan similarity: 2.9375, Random contrast: 0.3301
Normal loss: 1.6506, Plan similarity: 3.0781, Random contrast: 0.6875
Normal loss: 1.8511, Plan similarity: 2.9375, Random contrast: 0.6836
Normal loss: 1.9140, Plan similarity: 2.8594, Random contrast: 0.6328
Normal loss: 2.2777, Plan similarity: 2.9375, Random contrast: 0.6797
Normal loss: 1.9907, Plan similarity: 2.9375, Random contrast: 0.0052
Normal loss: 1.9381, Plan similarity: 2.5625, Random contrast: 0.6719
Normal loss: 2.1231, Plan similarity: 2.6250, Random contrast: 0.5938
Normal loss: 1.9607, Plan similarity: 3.0625, Random contrast: 0.6484
Normal loss: 2.2079, Plan similarity: 2.7188, Random contrast: 0.5234
Normal loss: 1.6768, Plan similarity: 2.8125, Random contrast: 0.6875
Normal loss: 2.0170, Plan similarity: 2.6562, Random contrast: 0.5586
Normal loss: 2.1878, Plan similarity: 3.2812, Random contrast: 0.6797
Normal loss: 2.1743, Plan similarity: 2.8125, Random contrast: 0.4609
Normal loss: 2.0007, Plan similarity: 3.0312, Random contrast: 0.5625
Normal loss: 2.1976, Plan similarity: 2.5000, Random contrast: 0.6719
Normal loss: 2.0320, Plan similarity: 2.7969, Random contrast: 0.6250
Normal loss: 1.8773, Plan similarity: 2.9531, Random contrast: 0.2158
Normal loss: 1.9872, Plan similarity: 3.0938, Random contrast: 0.6875
Normal loss: 1.9002, Plan similarity: 2.4531, Random contrast: 0.6758
Normal loss: 2.0468, Plan similarity: 2.4219, Random contrast: 0.5703
Normal loss: 1.8349, Plan similarity: 2.2500, Random contrast: 0.5117
Normal loss: 1.9561, Plan similarity: 2.9062, Random contrast: 0.1533
Normal loss: 1.9220, Plan similarity: 2.9062, Random contrast: 0.2363
Normal loss: 2.0631, Plan similarity: 3.2031, Random contrast: 0.1240
Normal loss: 2.0241, Plan similarity: 3.0625, Random contrast: 0.5742
Normal loss: 2.2474, Plan similarity: 3.4688, Random contrast: 0.6719
Normal loss: 1.7869, Plan similarity: 3.2500, Random contrast: 0.6680
Normal loss: 2.0775, Plan similarity: 3.1094, Random contrast: 0.6797
Normal loss: 1.8998, Plan similarity: 2.9531, Random contrast: 0.6719
Normal loss: 1.8421, Plan similarity: 3.0625, Random contrast: 0.6797
